event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PAK151864,"04 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","LeI: Lashkar-e-Islam",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Khyber,Bara,Tirah,33.8834,70.6536,2,"Dawn (Pakistan); Khorasan Diary; Twitter","New media-National","On 4 May 2025, intervening night, military forces conducted an intelligence-based operation targeting Lashkar-e-Islam militants in Tirah Valley (Khyber, KPK), as well as in Bannu district. During the exchange of fire, one militant was killed. Weapons, ammunition and explosives were also recovered during the operation. 1 fatality.",1,,1747163737
PAK151865,"04 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Bannu,Bannu,"Baka Khel Wazir",32.9553,70.5522,2,"Dawn (Pakistan); Khorasan Diary; Twitter","New media-National","On 4 May 2025, intervening night, military forces conducted an intelligence-based operation and killed two TTP militants in Baka Khel Wazir area (Bannu, KPK). Weapons, ammunition and explosives were also recovered during the operation. 2 fatalities.",2,,1747163737
PAK151876,"04 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLF: Baloch Liberation Front",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Buleda,Zamuran,26.4211,62.8977,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 4 May 2025, BLF militants conducted a sniper attack targeting military personnel outside a military post in Kotan area of Zamuran tehsil (Kech, Balochistan). BLF claim one military personnel was killed in the attack. Fatalities uncorroborated with 1 fatality coded.",1,,1747163737
PAK151890,"04 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","Labor Group (Pakistan); Military Forces of Pakistan (2022-)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Sararogha,Sararogha,32.4742,70.0026,2,"Dawn (Pakistan)",National,"On 4 May 2025, unidentified gunmen (coded as TTP) opened fire on a vehicle near Partagai Post in Sararogha tehsil (South Waziristan, KPK), killing the driver and abducting a contractor affiliated with security forces (coded as military). 1 fatality.",1,,1747163737
PAK151891,"04 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)",,Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Tiarza,"Shakai Valley",32.4824,69.6274,2,"Dawn (Pakistan)",National,"On 4 May 2025, unidentified assailants opened fire and killed a resident and abducted another person in the Zhawar area of Shakai Valley tehsil (South Waziristan, KPK). The motive behind the attack remains unknown. 1 fatality.",1,,1747163737
PAK151893,"04 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"BLF: Baloch Liberation Front",,"Rebel group","Civilians (Pakistan)","Labor Group (Pakistan); Pashtun Ethnic Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Nushki,Nushki,Nushki,29.5521,66.0228,2,"Balochistan Post; Dawn (Pakistan); Sangar Publication",Subnational-National,"On 4 May 2025, BLF militants attacked a construction site in the Al Bat area of Nushki district (Nushki, Balochistan) and abducted four labourers, including three belonging to the Pashtun ethnic group, working on the Nushki-Kharan road project. The attackers opened fire on and damaged construction machinery before fleeing the area with the hostages. 4 abducted.",0,,1747163737
PAK151898,"04 May 2025",2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Pakistan (2022-)",,"State forces","Civilians (Pakistan)",,Civilians,"State forces-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Khyber,Bara,Tirah,33.8834,70.6536,2,"Dawn (Pakistan)",National,"On 4 May 2025, two children were killed when a mortar shell fired by military forces accidently hit them in Dray Chowk in Warsak area of Tirah Valley (Khyber, KPK). 2 fatalities.",2,,1747163737
PAK151906,"04 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"BLF: Baloch Liberation Front",,"Rebel group","Civilians (Pakistan)","Military Forces of Pakistan (2022-)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Awaran,Awaran,Pirandar,26.4839,65.2835,2,"Balochistan Post; Sangar Publication",Subnational,"On 4 May 2025, BLF militants killed a man claimed to have provided information to military forces in the Pirandar area (Awaran, Balochistan), after abducting him on 21 April 2025 (coded separately). The BLF claimed the individual had provided information to security forces regarding the identity of a BLF militant. 1 fatality.",1,,1747163737
PAK151908,"04 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLA: Baloch Liberation Army",,"Rebel group","Police Forces of Pakistan (2022-) Counter Terrorism Department",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Quetta,"Quetta City",Quetta,30.1999,67.0097,1,"Balochistan Post; Sangar Publication",Subnational,"On 4 May 2025, BLA militants shot dead a CTD personnel in Jungle Bagh area in Quetta city (Quetta, Balochistan). 1 fatality.",1,,1747163737
PAK151905,"03 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLF: Baloch Liberation Front",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Kech,Kolwa,26.0349,64.2883,2,"Balochistan Post; Sangar Publication",Subnational,"On 3 May 2025, BLF militants ambushed a military convoy of four vehicles near Geshkur area in Kolwah tehsil (Kech, Balochistan) using heavy weapons. BLF claim two vehicles were severely damaged with unspecified number of military casualties. Casualties unknown.",0,,1747158579
PAK151870,"03 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","JuA: Jamaat-ul-Ahrar",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Khyber,Bara,Tirah,33.8834,70.6536,2,Twitter,"New media","On 3 May 2025, military forces conducted an operation targeting Jamaat-ul-Ahrar militants at Salar Chowk in Tirah Valley (Khyber, KPK). During the exchange of fire, one militant was killed and two others were wounded. 1 fatality and 2 injured.",1,,1747163737
PAK151887,"03 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan",Garyum,Ghariom,32.7151,70.0063,2,"Dawn (Pakistan)",National,"On 3 May 2025, militants (coded as TTP) conducted an IED attack targeting a military convoy in Ghariom area (North Waziristan, KPK). One military personnel was killed in the explosion. 1 fatality.",1,,1747163737
PAK151927,"03 May 2025",2025,1,"Political violence","Explosions/Remote violence",Grenade,"BLF: Baloch Liberation Front",,"Rebel group","Police Forces of Pakistan (2022-) Pakistan Rangers",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Sindh,"Karachi City","Karachi East","Karachi - Malir",24.8935,67.2004,1,"Sangar Publication",National,"On 3 May 2025, BLF militants hurled a hand grenade towards a Sindh Rangers post in Karachi - Malir area of Karachi city (Karachi, Sindh). There were no casualties.",0,,1747163737
PAK151928,"03 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLF: Baloch Liberation Front",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Tump,Tump,26.099,62.364,2,"Sangar Publication",Subnational,"On 3 May 2025, BLF militants attacked a security forces post in the Kalahu area of Tump tehsil (Kech, Balochistan) using heavy weapons. BLF claim the attack caused casualties and material damages. Casualties unknown.",0,,1747163737
PAK151929,"03 May 2025",2025,1,"Political violence","Explosions/Remote violence",Grenade,"BLF: Baloch Liberation Front",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kalat,Kalat,Kalat,29.0266,66.5936,2,"Sangar Publication",Subnational,"On 3 May 2025, BLF militants carried out a hand grenade attack on Darbar Road Police Station in Kalat city (Kalat, Balochistan), causing partial damage to the facility. There were no casualties.",0,,1747163737
PAK151506,"02 May 2025",2025,1,"Political violence",Battles,"Armed clash","Baloch Separatists (Pakistan)",,"Rebel group","Police Forces of Pakistan (2022-) Balochistan Levies",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kalat,Kalat,Mangochar,29.3479,66.6365,2,"Sangar Publication",Subnational,"On 2 May 2025, unidentified armed persons (coded as Baloch Separatists) on motorcycle attacked a levies check post in Kot Lango area of Mangochar tehsil (Kalat, Balochistan). One levies personnel was killed in the attack. 1 fatality.",1,,1746565739
PAK151518,"02 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Wana,"Shin Warsak",32.2751,69.5119,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal; Twitter","Other-New media","On 2 May 2025, military forces conducted an operation targeting TTP militants between Kalatoi and Shin Warsak areas (coded as Shin Warsak (South Waziristan, KPK)). During the exchange of fire, four TTP militants, while three other militants and two other military personnel were wounded. The militants had taken position inside a house during the prolonged firefight. According to local sources, loud explosions and heavy gunfire were heard from the area. At least 4 fatalities and 5 injured.",4,,1746565739
PAK151804,"02 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group",,,,"Rebel group only",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan","Mir Ali","Mir Ali",32.9705,70.2785,2,"Dawn (Pakistan)",National,"On 2 May 2025, unidentified militants (coded as TTP) are suspected to have detonated explosives targeting an abandoned building of a local bank in Mir Ali tehsil (North Waziristan, KPK). The bank had already been closed, and staff relocated to Bannu due to security concerns. The building had recently been stripped of its furniture by unidentified individuals. There were no casualties.",0,,1746565740
PAK151802,"02 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Baloch Separatists (Pakistan)",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kalat,Kalat,Mangochar,29.3479,66.6365,2,"Balochistan Post; Sangar Publication",Subnational,"On 2 May 2025, BLA militants detonated an IED on Karachi-Quetta Highway in Rahimabad area near Mangochar city (Kalat, Balochistan). BLA claim the attack targeted a military convoy passing through the bridge. While the bridge was damaged in the explosion, there were no casualties.",0,,1747158579
PAK151859,"02 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan","Mir Ali","Mir Ali",32.9705,70.2785,2,Twitter,"New media","On 2 May 2025, military forces conducted an operation and killed three TTP militants, including a high-value commander in Mir Ali tehsil (North Waziristan, KPK). 3 fatalities.",3,,1747163737
PAK151889,"02 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLA: Baloch Liberation Army",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kalat,Kalat,Mangochar,29.3479,66.6365,2,"Balochistan Post; Dawn (Pakistan); Sangar Publication",Subnational-National,"On 2 May 2025, BLA militants abducted five police personnel, including a senior officer, from the Mangochar area of Kalat district (Kalat, Balochistan), after intercepting a prison transport vehicle on the Quetta-Karachi national highway. The vehicle was carrying 10 under-trial and convicted prisoners from Gadani Jail to Quetta and Mach Jails. The attackers freed the prisoners, abducted the police personnel along with their weapons, and fled to nearby mountainous areas. The vehicle and its driver were released. Later, government and security forces imposed a curfew in the area. 5 abducted.",0,,1747163737
PAK151904,"02 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLA: Baloch Liberation Army",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kalat,Kalat,Mangochar,29.3479,66.6365,2,"Balochistan Post; Sangar Publication",Subnational,"On 2 May 2025, BLA militants attacked a military camp in Mangochar area (Kalat, Balochistan). BLA claim four military personnel were killed, and claim to have abducted one military personnel. A curfew was later imposed by the government and security forces in the area. Fatalities uncorroborated with 4 fatalities coded.",4,,1747163737
PAK151501,"01 May 2025",2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","Police Forces of Pakistan (2022-)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Tank,Tank,Mullazai,32.4193,70.465,2,"Khorasan Diary","New media","On 1 May 2025, unidentified militants (coded as TTP) abducted a police constable (likely off-duty, due to type of event) in Mullazai area (Tank, KPK).",0,,1746565739
PAK151511,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLF: Baloch Liberation Front",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Awaran,Awaran,Malar,26.3373,64.9193,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 1 May 2025, BLF militants attacked security personnel (coded as military) guarding a road construction site in the Malar area (Awaran, Balochistan) using heavy weapons. The BLF claimed the attack resulted in an unspecified number of casualties and damages. Casualties unknown.",0,,1746565739
PAK151526,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Karak,Karak,Karak,33.1175,71.0935,2,"Dawn (Pakistan)",National,"On 1 May 2025, unidentified militants (coded as TTP) opened fire and wounded a police personnel in Rehmatabad area of Karak district (Karak, KPK). 1 injured and no fatalities.",0,,1746565739
PAK151527,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Tank,Tank,Tank,32.2147,70.3773,2,"Khorasan Diary","New media","On 1 May 2025, unidentified militants (coded as TTP) shot dead a security personnel (coded as police) at a check post in Tank district (Tank, KPK). 1 fatality.",1,,1746565739
PAK151534,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-) Frontier Corps",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Ladha,Ladha,32.568,69.8291,2,"Dawn (Pakistan)",National,"On 1 May 2025, militants (coded as TTP) shot dead a FC personnel in a sniper attack in Asman Manza area of Ladha tehsil (South Waziristan, KPK), while FC personnel were carrying out routine duties. 1 fatality.",1,,1746565739
PAK151517,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan",Dossali,Dossali,32.8133,69.9697,2,"Dawn (Pakistan); South Asia Terrorism Portal; Twitter","Other-New media","On 1 May 2025, military forces conducted an operation and killed two TTP militants in Ghuzamandi area of North Waziristan district (coded as Dossali (North Waziristan, KPK)). 2 fatalities.",2,,1747158579
PAK151505,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLA: Baloch Liberation Army",,"Rebel group","Militia (Pro-Government)",,"Political militia","Rebel group-Political militia",,586,"South Asia",Pakistan,Balochistan,Panjgur,Panjgur,Panjgur,26.9817,64.1166,2,"Balochistan Post",Subnational,"On 1 May 2025, BLA militants attacked a hideout claimed to belong to a government-backed 'death squad' (coded as pro-government militia) in the Khudabadan area of Panjgur district (Panjgur, Balochistan), and killed one pro-government militia member. According to local sources, loud explosions and heavy gunfire were heard during the attack. 1 fatality.",1,,1747158579
PAK151871,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","Police Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","Lakki Marwat",32.6057,70.9113,2,"Dawn (Pakistan); Twitter","New media-National","On 1 May 2025, TTP militants opened fire on a police post near Gandi Chowk on the Bannu-Dera Ismail Khan Road in the Shator area of Lakki Marwat district (Lakki Marwat, KPK), using both light and heavy weapons. The attackers fired a rocket shell, damaging the main gate of the post and wounding a police personnel and a market watchman. In response, police launched a retaliatory operation and killed militants during the exchange of fire. Authorities recovered M4 rifles and 9MM pistols from the scene. 2 fatalities and 2 injured.",2,,1747163737
PAK151873,"01 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Bajaur,Khar,Khar,34.7323,71.5338,2,"Dawn (Pakistan); South Asia Terrorism Portal",Other-National,"On 1 May 2025, security personnel (coded as military) opened fire and killed three militants (coded as TTP), including a high-ranking militant, in Bajaur district (coded as Khar (Bajaur, KPK)). 3 fatalities.",3,,1747163737
PAK151507,"30 April 2025",2025,1,"Political violence",Battles,"Armed clash","Baloch Separatists (Pakistan)",,"Rebel group","Private Security Forces (Pakistan)",,"External/Other forces","Rebel group-External/Other forces",,586,"South Asia",Pakistan,Balochistan,Kohlu,Kohlu,Kohlu,29.9053,69.0885,2,"Khorasan Diary","New media","On 30 April 2025, unidentified assailants (coded as Baloch Separatists) opened fire and wounded a private security personnel in Kohlu district (Kohlu, Balochistan), during an attack targeting a mobile tower. 1 injured and no fatalities.",0,,1746565739
PAK151519,"30 April 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-) Counter Terrorism Department",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Bannu,Domel,Domail,33.0242,70.7476,2,"Dawn (Pakistan); Khorasan Diary; Twitter","New media-National","On 30 April 2025, militants (coded as TTP) opened fire at CTD personnel in the Speena Tangi Chashmi area, within the limits of Domail police station in Bannu district (Bannu, KPK). During the exchange of fire, two militants and two CTD personnel were killed, while two other militants were wounded. Arms, ammunition, IEDs, and hand grenades were recovered from the scene. 4 fatalities and 2 injured.",4,,1746565739
PAK151540,"30 April 2025",2025,1,"Political violence",Battles,"Armed clash","BLA: Baloch Liberation Army",,"Rebel group","Militia (Pro-Government)",,"Political militia","Rebel group-Political militia",,586,"South Asia",Pakistan,Balochistan,Kech,Tump,Tump,26.099,62.364,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 30 April 2025, BLA militants shot dead a man claimed to be a member of a government-backed 'death squad' (coded as pro-government militia) in the Malikabad area of Tump tehsil (Kech, Balochistan). 1 fatality.",1,,1746565739
PAK151547,"30 April 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Bannu,Bannu,Bannu,32.9861,70.6074,2,"Dawn (Pakistan)",National,"On 30 April 2025, unidentified militants (coded as TTP) opened fire and ambushed a police station near Kot Adil area in Bannu district (Bannu, KPK), leading to a fire exchange. During the fire exchange, a militant was killed and three others, including two police personnel and another militant was wounded. Arms, ammunition, and hand grenades were also recovered. 1 fatality and 3 injured.",1,,1746565739
PAK151548,"30 April 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Charsadda,Charsadda,Charsadda,34.1532,71.7066,2,"Khorasan Diary","New media","On 30 April 2025, unidentified militants (coded as TTP) shot dead a police personnel on Ghani Khan Road in Charsadda district (Charsadda, KPK). Assailants fled after the attack. 1 fatality.",1,,1746565739
PAK151554,"30 April 2025",2025,1,"Political violence","Explosions/Remote violence",Grenade,"TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Swabi,Swabi,Swabi,34.1198,72.4698,2,"Dawn (Pakistan); Khorasan Diary","New media-National","On 30 April 2025, unidentified militants (coded as TTP) hurled a hand grenade targeting a police check post in Swabi district (Swabi, KPK). There were no casualties.",0,,1746565739
PAK151556,"30 April 2025",2025,1,"Political violence","Violence against civilians",Attack,"Baloch Separatists (Pakistan)",,"Rebel group","Civilians (Pakistan)","Police Forces of Pakistan (2022-) Balochistan Levies",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Panjgur,Panjgur,Panjgur,26.9817,64.1166,2,"Sangar Publication",Subnational,"On 30 April 2025, unidentified assailants (coded as Baloch Separatists) shot dead a levies personnel (likely off-duty, due to type of attack) on Airport Road in Panjgur district (Panjgur, Balochistan). The body was recovered the same day and bore marks of bullets, sharp instruments, and other signs of physical violence. 1 fatality.",1,,1746565739
PAK151560,"30 April 2025",2025,1,"Political violence","Violence against civilians",Attack,"TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","Government of Pakistan (2022-); Health Workers (Pakistan); Police Forces of Pakistan (2022-)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Charsadda,Charsadda,Charsadda,34.1532,71.7066,1,"Dawn (Pakistan)",National,"On 30 April 2025, unidentified militants (coded as TTP) on motorcycle opened fire and killed a police constable and wounded a health worker in Charsadda city (Charsadda, KPK). The police personnel was off-duty and traveling in his car, alongside the health worker, on his way to work. 1 fatality and 1 injured.",1,,1746565739
PAK151806,"30 April 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Military Forces of Pakistan (2022-)","Police Forces of Pakistan (2022-)","State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Tank,Tank,Tank,32.2147,70.3773,1,"Khorasan Diary; Twitter","New media","On 30 April 2025, militants (coded as TTP) detonated an IED strapped to a donkey targeting a military and police convoy in Tank city (Tank, KPK). The military vehicle remained undamaged, while the police vehicle caught fire due to the explosion. The bomb is suspected to have detonated prematurely. There were no casualties.",0,,1746565740
PAK151812,"30 April 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","Suleman Khel Tribal Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Birmal,"Azam Warsak",32.2906,69.4268,2,"Dawn (Pakistan); South Asia Terrorism Portal",Other-National,"On 30 April 2025, a child was killed and another was wounded when an IED planted by unknown assailants (coded as TTP) near an FC check post detonated in the Azam Warsak area (South Waziristan, KPK). The children, belonging to the Suleman Khel tribe, were grazing goats near the check post at the time. According to officials, the IED was likely intended to target the FC check post. 1 fatality and 1 injured.",1,,1746565740
PAK151821,"30 April 2025",2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","Police Forces of Pakistan (2022-)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Tank,Tank,Tank,32.2147,70.3773,2,"Dawn (Pakistan); Khorasan Diary","New media-National","On 30 April 2025, unidentified militants (coded as TTP) abducted four security personnel, including FC and military personnel, from Amalkhel-Pai Road in Tank district (Tank, KPK). It is unclear whether the personnel were on-duty during the time of the abduction.",0,,1746565740
PAK151512,"29 April 2025",2025,1,"Political violence",Battles,"Armed clash","BRG: Baloch Republican Guard",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,"Dera Bugti","Dera Bugti","Dera Bugti",29.0353,69.1595,2,"Balochistan Post; South Asia Terrorism Portal",Other-Subnational,"On 29 April 2025, BRG militants attacked a military check post in Tobo area of Dera Bugti district (Dera Bugti, Balochistan) using small and large weapons. BRG claim the attack resulted in an unspecified number of military casualties and damages. Casualties unknown.",0,,1746565739
PAK151520,"29 April 2025",2025,1,"Political violence","Violence against civilians",Attack,"Baloch Separatists (Pakistan)",,"Rebel group","Civilians (Pakistan)","Punjabi Ethnic Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Kalat,Kalat,Mangochar,29.3479,66.6365,2,"Sangar Publication",Subnational,"On 29 April 2025, unidentified assailants (coded as Baloch Separatists) shot dead four non-local Punjabi civilians in the Mangochar area (Kalat, Balochistan). Baloch Separatist groups regularly target non-locals, particularly Punjabi individuals, in Balochistan province scapegoated for state institutions. 4 fatalities.",4,,1746565739
PAK151529,"29 April 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","Dera Ismail Khan",Daraban,Daraban,31.7324,70.3372,2,"Dawn (Pakistan)",National,"On 29 April 2025, militants (coded as TTP) attacked a police station in Daraban tehsil (Dera Ismail Khan, KPK). After a prolonged fire exchange, militants fled the scene. There were no casualties.",0,,1746565739
PAK151532,"29 April 2025",2025,1,"Political violence","Violence against civilians",Attack,"BLF: Baloch Liberation Front",,"Rebel group","Civilians (Pakistan)","Military Forces of Pakistan (2022-)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Panjgur,Panjgur,Chitkan,26.9782,64.0855,1,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal; TRACterrorism","Other-New media","On 29 April 2025, BLF militants killed two military personnel in the market (likely off-duty, given context) in Chitkan town (Panjgur, Balochistan), when personnel were picking up supplies. 2 fatalities.",2,,1746565739
PAK151543,"29 April 2025",2025,1,"Political violence","Violence against civilians",Attack,"TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","ANP: Awami National Party",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","Lakki Marwat",32.6057,70.9113,2,"Khorasan Diary","New media","On 29 April 2025, unidentified militants (coded as TTP) opened fire and wounded a local leader and ANP member in Lakki Marwat district (Lakki Marwat, KPK). 1 injured and no fatalities.",0,,1746565739
